Headline,Body ID,Stance
ISIS leader dead?,1631,unrelated
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1358,unrelated
British rapper a suspect in ISIS beheading,975,unrelated
Jose Canseco shoots self in hand,2000,discuss
New policy could reduce marijuana possession arrests,687,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,1934,unrelated
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,1015,unrelated
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1795,unrelated
Seth Rogen to play Woz in Jobs biopic,646,unrelated
ISIS cracks down on five confirmed Ebola cases among fighters: official,527,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1933,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1776,unrelated
Islamic State reports youngest jihadist 'martyred' in battle,847,unrelated
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2081,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,1697,unrelated
Report: Christian Bale Will Play Steve Jobs,1658,unrelated
"Islamic State leader's family detained by Lebanon, officials say",2268,discuss
Hilarious: North Dakota Pays Special Tribute to President Obama,265,unrelated
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',730,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1314,discuss
Apple may launch 12-inch MacBook Air with Retina Display,1234,unrelated
Bali spider burrows under Aussie’s chest,986,disagree
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1362,discuss
"Nun gives birth, intends to keep baby",534,discuss
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,467,unrelated
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1948,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,2141,unrelated
"No, a bird didn't poop on Vladimir Putin",720,unrelated
Amazon.com to open first physical store in Manhattan: DJ,568,unrelated
Iraqi media: ISIS militants have contracted Ebola,2138,discuss
Missing American journalist reportedly beheaded by Islamic State ,984,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",419,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1803,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1540,disagree
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1372,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1374,agree
Saddam Hussein’s pilots training Islamic State group,487,unrelated
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,723,unrelated
"Palestine accuses Israel of opening dams, flooding Gaza, forcing evacuations",993,unrelated
Give a homeless man $100 and see what he does with it [Video],1681,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1572,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,1818,discuss
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,707,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1597,discuss
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2192,unrelated
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,646,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,8,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",173,unrelated
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1221,unrelated
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2220,unrelated
Apple Watch launch expected in late March,2273,discuss
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",788,unrelated
Isis claims it has US airdrop of weapons,1347,unrelated
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2147,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1825,discuss
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',2254,unrelated
Texas City plumber's truck ends up in Syrian war,1299,unrelated
Was The Batmobile Stolen In Detroit?,61,unrelated
Apple Watch mass production kicks off in January: Report,2116,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1223,unrelated
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,693,unrelated
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1681,unrelated
Macaulay Culkin dead: The death hoax is once again on the child actor,1423,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1029,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1739,unrelated
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,416,discuss
God Is A Woman – Resurrected Father Narated,1849,agree
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,2192,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",922,discuss
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",527,unrelated
Matt Taibbi on leave of absence from First Look Media,879,agree
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,539,unrelated
Unverified video shows beheading of aid worker David Haines,1477,unrelated
Dumped woman spends a week in KFC to get over ex,1266,unrelated
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",908,unrelated
WTC rats scare off Anna Wintour,367,unrelated
"Managua explosion not a meteorite, NASA suggests",1213,agree
"In Kim Jong Un's absence, his sister may rule. Or not.",490,unrelated
"Yemen says U.S. man freed, sister says he’s dead",1256,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,1385,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1349,unrelated
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,530,unrelated
The rats eat Prada at Vogue NY office,1435,unrelated
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1002,unrelated
"No, a spider (probably) didn't crawl through a man's body for several days",1860,disagree
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",986,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1217,discuss
North Korean leader Kim Jong-un to open restaurant in Scotland,2225,disagree
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,639,unrelated
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1575,unrelated
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,214,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2141,unrelated
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",520,unrelated
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1408,unrelated
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",472,unrelated
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1461,unrelated
ISIS Beheads American Journalist,7,unrelated
Alleged audio of Michael Brown shooting released,1628,unrelated
Wayward sister ‘nun the wiser’ about baby,699,unrelated
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1339,unrelated
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,1534,discuss
Breaking: Soldier shot at National War Memorial in Ottawa,1089,agree
"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",1814,unrelated
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",964,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1790,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1528,unrelated
Kanye Banned,514,discuss
Lebanon 'holding IS leader's daughter and ex-wife',1943,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,608,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1959,agree
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,633,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,458,agree
Ottawa Gunman Identified As Michael Zehaf-Bibeau,2141,unrelated
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1380,agree
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1438,unrelated
British hostage David Haines beheaded by Islamic State terrorists,1360,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1237,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",125,unrelated
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1368,discuss
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",54,unrelated
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1296,unrelated
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1278,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1008,agree
BREAKING: ISIS Beheads American Journalist James Wright Foley,1283,unrelated
'Hairgate': iPhone hit by new social media storm,1787,unrelated
Mexico Says Students Not Among Dead in Mass Grave,1912,discuss
Was The Batmobile Stolen In Detroit?,621,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,511,unrelated
Iraqi airstrike kills key ISIL leader,1871,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',26,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1103,unrelated
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",365,unrelated
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1875,unrelated
Audio may have captured Michael Brown shooting,1131,unrelated
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,614,discuss
"No, that broken pencil illustration isn't by Banksy",1545,unrelated
Cannibal mum tries to EAT her own baby shortly after giving birth,867,unrelated
Soldier shot in Ottawa at War Memorial,961,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1574,unrelated
Report: Exec popped for $300k dinner after run at blackjack,1682,discuss
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1946,discuss
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1471,discuss
Watch marine take sniper shot to the head and live,2213,unrelated
The baby from Teletubbies reveals herself,2076,agree
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1906,unrelated
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,2016,unrelated
Vladimir Putin’s Motorcade Looks Like A Massive Knob,837,unrelated
"Predator Drone Reportedly Sighted Circling Raqqa, Syria",304,unrelated
Mass grave found after 40 students disappear in Mexican protest,983,discuss
Small Meteorite Strikes in Nicaragua's Capital City of Managua,220,unrelated
New policy could reduce marijuana possession arrests,2163,discuss
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1481,unrelated
Mexican cartel leader kills self; bodies in grave not missing students,761,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,932,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1877,unrelated
This Kid Made $72 Million During Lunch,550,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1202,discuss
Islamic State using 'SCORPION bombs' to terrorise victims,1574,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,962,unrelated
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1395,unrelated
Mystery man slaps shoppers around head for sneezing,171,unrelated
